file,tokens,types,lex_div
Ghostbusters.txt,29386,4836,0.16456816170965766
middlemarch.txt,374039,20420,0.0545932376035654
noise.txt,114306,8542,0.07472923556068797
radio-canada.txt,126,80,0.6349206349206349
sample.txt,5,5,1.0
